__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2],/uav/target_position/x,/uav/target_position/y,/uav/target_position/z
1777391682.519722,0.008803515,0.094998218,-0.002064565,0.000020183,0.000018286,0.000065677,1.000000000,-1.071883082,-0.685698092,-10.000284195,0.011320260,0.011298987,0.025954904,0.773111463,0.014846412,-0.046572492,0.632383883,0.000000000,14.000000000,1777391682519981.000000000,1777391682519981.000000000,2.703184843,1.974804401,0.025493488,1.000000000,0.003171285,0.003002386,0.002056058,,,
1777391682.524628,0.009419006,0.093462512,-0.002676771,0.000020185,0.000018289,0.000065689,1.000000000,-1.058637977,-0.676066875,-10.000125885,0.011338999,0.011317355,0.025977718,0.773120284,0.014716782,-0.046372961,0.632390797,0.000000000,14.000000000,1777391682524981.000000000,1777391682524981.000000000,2.703842640,1.977175474,0.025445575,1.000000000,0.003176502,0.003007422,0.002056955,,,
1777391682.531628,0.009737274,0.093650363,-0.002290293,0.000020191,0.000018298,0.000065715,1.000000000,-1.052191377,-0.671362996,-10.000034332,0.011376615,0.011354220,0.026023423,0.773121178,0.014651898,-0.046270736,0.632398546,0.000000000,14.000000000,1777391682527481.000000000,1777391682527481.000000000,2.704048395,1.978302479,0.025427153,1.000000000,0.003188490,0.003019048,0.002060281,,,
1777391682.532561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.228321630,3.642745197,-9.985322952
1777391682.534405,0.009899988,0.093657464,-0.000302063,0.000020200,0.000018311,0.000065754,1.000000000,-1.032458425,-0.656994343,-9.999785423,0.011433405,0.011409866,0.026092181,0.773128152,0.014455140,-0.045967758,0.632416725,0.000000000,14.000000000,1777391682534981.000000000,1777391682534981.000000000,2.704950333,1.981716990,0.025310256,1.000000000,0.003205742,0.003035769,0.002064503,,,
1777391682.539662,0.010051125,0.092821255,-0.000509502,0.000020145,0.000018266,0.000065721,1.000000000,-1.019268751,-0.647350550,-9.999625206,0.011224249,0.011204035,0.025866466,0.773133874,0.014327511,-0.045768928,0.632427037,0.000000000,14.000000000,1777391682539981.000000000,1777391682539981.000000000,2.705494881,1.983987570,0.025261071,1.000000000,0.003137191,0.002973990,0.002049110,,,
1777391682.544580,0.008653080,0.091897070,-0.002180038,0.000020147,0.000018270,0.000065733,1.000000000,-1.006029129,-0.637690008,-9.999463081,0.011242741,0.011222166,0.025889169,0.773141682,0.014198823,-0.045573402,0.632434547,0.000000000,14.000000000,1777391682544981.000000000,1777391682544981.000000000,2.706130505,1.986216068,0.025176739,1.000000000,0.003142346,0.002978985,0.002050004,,,
1777391682.551606,0.008264486,0.091788001,-0.002423414,0.000020153,0.000018279,0.000065760,1.000000000,-0.999594986,-0.632980883,-9.999366760,0.011279857,0.011258557,0.025934655,0.773142695,0.014134009,-0.045473885,0.632441878,0.000000000,14.000000000,1777391682547481.000000000,1777391682547481.000000000,2.706320763,1.987257123,0.025134427,1.000000000,0.003154212,0.002990534,0.002053326,,,
1777391682.552561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.275572464,3.666482519,-9.985322952
1777391682.554487,0.008478538,0.090795442,-0.001338192,0.000020162,0.000018291,0.000065799,1.000000000,-0.979878902,-0.618577421,-9.999118805,0.011335891,0.011313487,0.025948593,0.773150682,0.013941037,-0.045180529,0.632457495,0.000000000,14.000000000,1777391682554981.000000000,1777391682554981.000000000,2.707164049,1.990568638,0.025013525,1.000000000,0.003171304,0.003007153,0.002055864,,,
1777391682.559627,0.008863485,0.090646043,-0.001358099,0.000020168,0.000018300,0.000065825,1.000000000,-0.966656744,-0.608880579,-9.998968124,0.011373486,0.011350333,0.025994245,0.773157418,0.013814656,-0.044987511,0.632465661,0.000000000,14.000000000,1777391682559981.000000000,1777391682559981.000000000,2.707767487,1.992816329,0.024921905,1.000000000,0.003183248,0.003018786,0.002059186,,,
1777391682.564842,0.009520419,0.091681965,-0.002212794,0.000020170,0.000018303,0.000065837,1.000000000,-0.953386426,-0.599167645,-9.998814583,0.011392361,0.011368829,0.026017111,0.773165405,0.013687981,-0.044791218,0.632472634,0.000000000,14.000000000,1777391682564981.000000000,1777391682564981.000000000,2.708415270,1.995003581,0.024849547,1.000000000,0.003188464,0.003023850,0.002060081,,,
1777391682.571619,0.009280202,0.092044406,-0.002111636,0.000020177,0.000018313,0.000065864,1.000000000,-0.946926355,-0.594427943,-9.998724937,0.011430247,0.011405950,0.026062921,0.773166537,0.013623930,-0.044690855,0.632479787,0.000000000,14.000000000,1777391682567481.000000000,1777391682567481.000000000,2.708611965,1.996014833,0.024816047,1.000000000,0.003200438,0.003035528,0.002063402,,,
1777391682.572561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.322611751,3.689507462,-9.985322952
1777391682.574419,0.008538931,0.090757325,-0.002044057,0.000020178,0.000018316,0.000065876,1.000000000,-0.933633745,-0.584694505,-9.998571396,0.011449267,0.011424584,0.026085867,0.773174465,0.013496813,-0.044498138,0.632486463,0.000000000,14.000000000,1777391682572481.000000000,1777391682572481.000000000,2.709244251,1.998184443,0.024763603,1.000000000,0.003205668,0.003040613,0.002064297,,,
1777391682.579996,0.008165275,0.090156190,-0.001020268,0.000020131,0.000018281,0.000065871,1.000000000,-0.913968444,-0.570238948,-9.998321533,0.011276493,0.011254465,0.025905685,0.773181856,0.013306208,-0.044208869,0.632501721,0.000000000,14.000000000,1777391682579981.000000000,1777391682579981.000000000,2.709928513,2.001243830,0.024693524,1.000000000,0.003148856,0.002990175,0.002052224,,,
1777391682.584505,0.008145806,0.090094261,-0.002013837,0.000020133,0.000018284,0.000065883,1.000000000,-0.900699854,-0.560496509,-9.998165131,0.011295117,0.011272722,0.025928441,0.773189366,0.013179363,-0.044017646,0.632508516,0.000000000,14.000000000,1777391682584981.000000000,1777391682584981.000000000,2.710488558,2.003298759,0.024656678,1.000000000,0.003154009,0.002995200,0.002053117,,,
1777391682.591614,0.008664560,0.090947248,-0.002501503,0.000020139,0.000018293,0.000065909,1.000000000,-0.894247711,-0.555749238,-9.998071671,0.011332498,0.011309364,0.025974032,0.773190737,0.013115609,-0.043918643,0.632515013,0.000000000,14.000000000,1777391682587481.000000000,1777391682587481.000000000,2.710642815,2.004251957,0.024632117,1.000000000,0.003165871,0.003006801,0.002056435,,,
1777391682.592568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.369437188,3.711815514,-9.985322952
1777391682.594110,0.008032877,0.090686977,-0.002022982,0.000020140,0.000018294,0.000065750,1.000000000,-0.880958259,-0.545985043,-9.997915268,0.011351195,0.011327551,0.025996864,0.773198605,0.012987622,-0.043726686,0.632521391,0.000000000,14.000000000,1777391682592481.000000000,1777391682592481.000000000,2.711248398,2.006349325,0.024590088,1.000000000,0.003170654,0.003011502,0.002057321,,,
1777391682.599956,0.009450244,0.089324065,-0.002201841,0.000020153,0.000018312,0.000065804,1.000000000,-0.861240268,-0.531447172,-9.997670174,0.011426724,0.011401561,0.026088461,0.773206770,0.012801195,-0.043437626,0.632535160,0.000000000,14.000000000,1777391682599981.000000000,1777391682599981.000000000,2.711929560,2.009373665,0.024449347,1.000000000,0.003194506,0.003034838,0.002063958,,,
1777391682.604790,0.009624225,0.088758864,-0.001997787,0.000020155,0.000018316,0.000065816,1.000000000,-0.847944260,-0.521654308,-9.997516632,0.011445731,0.011420183,0.026111426,0.773213625,0.012679289,-0.043246824,0.632542312,0.000000000,14.000000000,1777391682604981.000000000,1777391682604981.000000000,2.712474346,2.011347771,0.024387926,1.000000000,0.003199714,0.003039924,0.002064852,,,
1777391682.611586,0.008948552,0.088563956,-0.001544381,0.000020102,0.000018271,0.000065785,1.000000000,-0.841495991,-0.516894996,-9.997422218,0.011236049,0.011213899,0.025885329,0.773213744,0.012617620,-0.043150112,0.632550001,0.000000000,14.000000000,1777391682607481.000000000,1777391682607481.000000000,2.712599039,2.012243748,0.024358505,1.000000000,0.003131280,0.002977976,0.002049442,,,
1777391682.612563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.416046479,3.733402301,-9.985322952
1777391682.614399,0.008637333,0.089068785,-0.001900323,0.000020110,0.000018283,0.000065824,1.000000000,-0.821736038,-0.502328098,-9.997167587,0.011291729,0.011268491,0.025899300,0.773220241,0.012431229,-0.042862806,0.632565260,0.000000000,14.000000000,1777391682614981.000000000,1777391682614981.000000000,2.713271141,2.015104771,0.024244130,1.000000000,0.003148207,0.002994568,0.002051980,,,
1777391682.619624,0.008964860,0.088848762,-0.002557455,0.000020117,0.000018292,0.000065850,1.000000000,-0.808485389,-0.492522150,-9.997013092,0.011329086,0.011305110,0.025944836,0.773228228,0.012307961,-0.042672943,0.632570624,0.000000000,14.000000000,1777391682619981.000000000,1777391682619981.000000000,2.713742733,2.017015219,0.024153065,1.000000000,0.003160040,0.003006180,0.002055296,,,
1777391682.624503,0.010123618,0.089398853,-0.001871053,0.000020119,0.000018296,0.000065862,1.000000000,-0.795186698,-0.482699662,-9.996857643,0.011347841,0.011323492,0.025967645,0.773235023,0.012185967,-0.042480007,0.632577896,0.000000000,14.000000000,1777391682624981.000000000,1777391682624981.000000000,2.714262724,2.018916845,0.024069998,1.000000000,0.003165199,0.003011233,0.002056187,,,
1777391682.631563,0.009918392,0.090467773,-0.001458626,0.000020126,0.000018305,0.000065889,1.000000000,-0.788713634,-0.477912039,-9.996763229,0.011385486,0.011360385,0.026013337,0.773235142,0.012123699,-0.042380556,0.632585466,0.000000000,14.000000000,1777391682627481.000000000,1777391682627481.000000000,2.714393854,2.019798279,0.024032179,1.000000000,0.003177063,0.003022888,0.002059502,,,
1777391682.632593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.462437342,3.754263594,-9.985322952
1777391682.634826,0.008405770,0.090343967,-0.001749810,0.000020135,0.000018317,0.000065927,1.000000000,-0.768902242,-0.463271230,-9.996514320,0.011442320,0.011416072,0.026082074,0.773242116,0.011935152,-0.042088486,0.632600069,0.000000000,14.000000000,1777391682634981.000000000,1777391682634981.000000000,2.715026617,2.022522211,0.023946127,1.000000000,0.003194126,0.003039662,0.002063707,,,
1777391682.639625,0.008587143,0.090306878,-0.002755173,0.000020082,0.000018273,0.000065898,1.000000000,-0.755648196,-0.453437150,-9.996360779,0.011232817,0.011209974,0.025856536,0.773250818,0.011808868,-0.041896615,0.632604539,0.000000000,14.000000000,1777391682639981.000000000,1777391682639981.000000000,2.715430498,2.024419069,0.023873860,1.000000000,0.003125880,0.002977745,0.002048326,,,
1777391682.644731,0.010406338,0.090085626,-0.001745668,0.000020084,0.000018276,0.000065910,1.000000000,-0.742345750,-0.443585515,-9.996205330,0.011251321,0.011228118,0.025879232,0.773257434,0.011686280,-0.041701816,0.632611632,0.000000000,14.000000000,1777391682644981.000000000,1777391682644981.000000000,2.715909004,2.026274443,0.023808720,1.000000000,0.003130983,0.002982763,0.002049216,,,
1777391682.651763,0.009845615,0.089969732,-0.001436746,0.000020091,0.000018285,0.000065936,1.000000000,-0.735873461,-0.438787878,-9.996110916,0.011288466,0.011264535,0.025924705,0.773257732,0.011624302,-0.041602828,0.632618904,0.000000000,14.000000000,1777391682647481.000000000,1777391682647481.000000000,2.716041088,2.027103186,0.023775566,1.000000000,0.003142749,0.002994351,0.002052529,,,
1777391682.652570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.508607502,3.774395303,-9.985322952
1777391682.654409,0.010360084,0.090532087,-0.002401336,0.000020099,0.000018297,0.000065975,1.000000000,-0.716058373,-0.424107820,-9.995862961,0.011344545,0.011319505,0.025993111,0.773267388,0.011437845,-0.041308567,0.632629812,0.000000000,14.000000000,1777391682654981.000000000,1777391682654981.000000000,2.716746807,2.029724598,0.023660636,1.000000000,0.003159662,0.003011016,0.002056731,,,
1777391682.659531,0.009534622,0.091310360,-0.001398823,0.000020105,0.000018304,0.000065830,1.000000000,-0.702776670,-0.414227009,-9.995712280,0.011382095,0.011356168,0.026038844,0.773273945,0.011311623,-0.041113209,0.632636607,0.000000000,14.000000000,1777391682659981.000000000,1777391682659981.000000000,2.717210293,2.031472683,0.023601431,1.000000000,0.003171106,0.003022322,0.002060035,,,
1777391682.664546,0.010312689,0.093057789,-0.001311448,0.000020107,0.000018307,0.000065842,1.000000000,-0.689448118,-0.404330075,-9.995559692,0.011400981,0.011374677,0.026061753,0.773279846,0.011184084,-0.040913038,0.632644773,0.000000000,14.000000000,1777391682664981.000000000,1777391682664981.000000000,2.717682600,2.033207655,0.023534715,1.000000000,0.003176262,0.003027399,0.002060925,,,
1777391682.671530,0.010928438,0.092051923,-0.002431315,0.000020114,0.000018317,0.000065868,1.000000000,-0.682953417,-0.399504483,-9.995469093,0.011438890,0.011411822,0.026107645,0.773280680,0.011121536,-0.040811382,0.632651389,0.000000000,14.000000000,1777391682667481.000000000,1777391682667481.000000000,2.717794418,2.033984661,0.023501091,1.000000000,0.003188120,0.003039108,0.002064236,,,
1777391682.672554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.554554698,3.793793483,-9.985322952
1777391682.674541,0.009819365,0.092531577,-0.002368119,0.000020116,0.000018320,0.000065880,1.000000000,-0.669604182,-0.389589638,-9.995311737,0.011457919,0.011430469,0.026075514,0.773288429,0.010993998,-0.040613215,0.632656932,0.000000000,14.000000000,1777391682672481.000000000,1777391682672481.000000000,2.718265772,2.035670996,0.023425424,1.000000000,0.003193291,0.003044211,0.002063418,,,
1777391682.679520,0.010294729,0.095317326,-0.000417114,0.000020071,0.000018284,0.000065878,1.000000000,-0.649839997,-0.374871880,-9.995061874,0.011284846,0.011260123,0.025895504,0.773293495,0.010796880,-0.040305886,0.632673860,0.000000000,14.000000000,1777391682679981.000000000,1777391682679981.000000000,2.718777895,2.038040638,0.023320552,1.000000000,0.003136724,0.002993697,0.002051349,,,
1777391682.684669,0.011435967,0.095583856,-0.000550373,0.000020073,0.000018287,0.000065890,1.000000000,-0.636512220,-0.364953041,-9.994907379,0.011303481,0.011278392,0.025918253,0.773298264,0.010667390,-0.040098973,0.632683277,0.000000000,14.000000000,1777391682684981.000000000,1777391682684981.000000000,2.719222784,2.039670706,0.023275180,1.000000000,0.003141828,0.002998740,0.002052238,,,
1777391682.691652,0.011549274,0.095406882,-0.000795648,0.000020080,0.000018296,0.000065917,1.000000000,-0.630022764,-0.360122740,-9.994812965,0.011340884,0.011315058,0.025963828,0.773298085,0.010602660,-0.039993506,0.632691264,0.000000000,14.000000000,1777391682687481.000000000,1777391682687481.000000000,2.719310999,2.040416718,0.023231303,1.000000000,0.003153588,0.003010388,0.002055545,,,
1777391682.692572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.600276677,3.812454331,-9.985322952
1777391682.694641,0.011029460,0.095535278,-0.002970185,0.000020089,0.000018309,0.000065955,1.000000000,-0.610166848,-0.345344514,-9.994565964,0.011397354,0.011370405,0.026032386,0.773306727,0.010407516,-0.039682768,0.632703424,0.000000000,14.000000000,1777391682694981.000000000,1777391682694981.000000000,2.719839096,2.042751074,0.023062272,1.000000000,0.003170499,0.003027148,0.002059740,,,
1777391682.699649,0.010569325,0.096061155,-0.002107152,0.000020096,0.000018318,0.000065981,1.000000000,-0.596859396,-0.335401356,-9.994416237,0.011435238,0.011407529,0.026078224,0.773314655,0.010275779,-0.039476689,0.632708907,0.000000000,14.000000000,1777391682699981.000000000,1777391682699981.000000000,2.720233917,2.044296741,0.022935892,1.000000000,0.003182316,0.003038874,0.002063047,,,
1777391682.704388,0.010705224,0.096909381,-0.001422065,0.000020098,0.000018321,0.000065993,1.000000000,-0.583506048,-0.325442255,-9.994265556,0.011454256,0.011426165,0.026101181,0.773321152,0.010142865,-0.039268583,0.632715940,0.000000000,14.000000000,1777391682704981.000000000,1777391682704981.000000000,2.720673084,2.045824528,0.022835540,1.000000000,0.003187469,0.003043983,0.002063935,,,
1777391682.711557,0.011233564,0.097603396,-0.002396764,0.000020047,0.000018276,0.000065966,1.000000000,-0.577021599,-0.320612371,-9.994173050,0.011244262,0.011219622,0.025875267,0.773322701,0.010076176,-0.039161485,0.632721901,0.000000000,14.000000000,1777391682707481.000000000,1777391682707481.000000000,2.720743418,2.046481371,0.022783833,1.000000000,0.003119397,0.002981900,0.002048542,,,
1777391682.712568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.645771201,3.830374190,-9.985322952
1777391682.714585,0.011613159,0.097427554,-0.001031907,0.000020056,0.000018288,0.000066004,1.000000000,-0.557170928,-0.305818409,-9.993929863,0.011299977,0.011274253,0.025943497,0.773330510,0.009877399,-0.038842481,0.632735193,0.000000000,14.000000000,1777391682714981.000000000,1777391682714981.000000000,2.721250534,2.048632622,0.022622600,1.000000000,0.003136177,0.002998563,0.002052734,,,
1777391682.719638,0.011510707,0.097895794,-0.002019485,0.000020063,0.000018297,0.000066030,1.000000000,-0.543865025,-0.295861691,-9.993782997,0.011337356,0.011310898,0.025989113,0.773338258,0.009744499,-0.038631275,0.632740557,0.000000000,14.000000000,1777391682719981.000000000,1777391682719981.000000000,2.721633911,2.050107479,0.022518244,1.000000000,0.003147896,0.003010215,0.002056039,,,
1777391682.724982,0.011264831,0.099468753,-0.002983005,0.000020065,0.000018300,0.000066042,1.000000000,-0.530512333,-0.285887688,-9.993634224,0.011356121,0.011329293,0.026011962,0.773347557,0.009608697,-0.038417213,0.632744372,0.000000000,14.000000000,1777391682724981.000000000,1777391682724981.000000000,2.722058058,2.051546097,0.022387024,1.000000000,0.003152997,0.003015287,0.002056925,,,
1777391682.731763,0.010880827,0.099512175,-0.002657163,0.000020072,0.000018309,0.000066068,1.000000000,-0.524004638,-0.281033099,-9.993544579,0.011393786,0.011366214,0.026057737,0.773349404,0.009540098,-0.038308445,0.632749736,0.000000000,14.000000000,1777391682727481.000000000,1777391682727481.000000000,2.722137928,2.052168131,0.022307716,1.000000000,0.003164751,0.003026983,0.002060230,,,
1777391682.732566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.691036038,3.847549549,-9.985322952
1777391682.734404,0.010811793,0.099375688,-0.002575778,0.000020081,0.000018319,0.000065934,1.000000000,-0.504109263,-0.266174704,-9.993305206,0.011450568,0.011421732,0.026071591,0.773360610,0.009337080,-0.037987903,0.632758260,0.000000000,14.000000000,1777391682734981.000000000,1777391682734981.000000000,2.722662449,2.054203033,0.022057110,1.000000000,0.003181303,0.003043452,0.002062713,,,
1777391682.739607,0.010733197,0.100216344,-0.001429611,0.000020031,0.000018275,0.000065908,1.000000000,-0.490808994,-0.256204307,-9.993165016,0.011240776,0.011215394,0.025846243,0.773367465,0.009198928,-0.037773684,0.632764816,0.000000000,14.000000000,1777391682739981.000000000,1777391682739981.000000000,2.723035336,2.055578947,0.021924390,1.000000000,0.003113440,0.002981410,0.002047350,,,
1777391682.744645,0.011194648,0.100080416,-0.001228349,0.000020033,0.000018278,0.000065919,1.000000000,-0.477460861,-0.246215463,-9.993022919,0.011259289,0.011233551,0.025868932,0.773373425,0.009061780,-0.037558466,0.632772267,0.000000000,14.000000000,1777391682744981.000000000,1777391682744981.000000000,2.723412514,2.056929588,0.021788578,1.000000000,0.003118488,0.002986444,0.002048235,,,
1777391682.751609,0.010692772,0.100011289,-0.001467283,0.000020040,0.000018287,0.000065945,1.000000000,-0.470961899,-0.241360500,-9.992938042,0.011296451,0.011269992,0.025914390,0.773373961,0.008992475,-0.037449256,0.632779181,0.000000000,14.000000000,1777391682747481.000000000,1777391682747481.000000000,2.723470688,2.057504654,0.021707369,1.000000000,0.003130143,0.002998066,0.002051537,,,
1777391682.752583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.736068972,3.863977040,-9.985322952
1777391682.754529,0.011836732,0.100910947,-0.001680278,0.000020050,0.000018299,0.000065983,1.000000000,-0.451076627,-0.226489261,-9.992713928,0.011352553,0.011324999,0.025982771,0.773382246,0.008784486,-0.037124623,0.632791042,0.000000000,14.000000000,1777391682754981.000000000,1777391682754981.000000000,2.723856688,2.059310436,0.021520130,1.000000000,0.003146918,0.003014804,0.002055724,,,
1777391682.760179,0.012400614,0.101353765,-0.001451486,0.000020057,0.000018308,0.000066009,1.000000000,-0.437750161,-0.216482475,-9.992578506,0.011390191,0.011361896,0.026028492,0.773389161,0.008647710,-0.036905464,0.632797420,0.000000000,14.000000000,1777391682759981.000000000,1777391682759981.000000000,2.724169731,2.060570478,0.021388141,1.000000000,0.003158625,0.003026507,0.002059024,,,
1777391682.764422,0.011307582,0.101737775,-0.002118754,0.000020060,0.000018311,0.000066021,1.000000000,-0.424377918,-0.206458569,-9.992441177,0.011409086,0.011380418,0.026051391,0.773396790,0.008508237,-0.036687095,0.632802606,0.000000000,14.000000000,1777391682764981.000000000,1777391682764981.000000000,2.724503040,2.061823845,0.021274943,1.000000000,0.003163723,0.003031604,0.002059909,,,
1777391682.771528,0.011799130,0.102355927,-0.002262474,0.000020067,0.000018320,0.000066047,1.000000000,-0.417856812,-0.201580688,-9.992359161,0.011447011,0.011417592,0.026097268,0.773398221,0.008438187,-0.036574990,0.632808149,0.000000000,14.000000000,1777391682767481.000000000,1777391682767481.000000000,2.724557400,2.062371016,0.021214351,1.000000000,0.003175477,0.003043354,0.002063210,,,
1777391682.772573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.780867796,3.879653443,-9.985322952
1777391682.774393,0.012546962,0.101832658,-0.000871033,0.000020020,0.000018279,0.000066033,1.000000000,-0.397976249,-0.186694831,-9.992154121,0.011256247,0.011229907,0.025894340,0.773404956,0.008231809,-0.036241788,0.632821977,0.000000000,14.000000000,1777391682774981.000000000,1777391682774981.000000000,2.724920988,2.064097166,0.021011086,1.000000000,0.003113113,0.002986623,0.002048757,,,
1777391682.779361,0.012845006,0.102440193,-0.001505549,0.000020027,0.000018288,0.000066059,1.000000000,-0.384651482,-0.176676109,-9.992029190,0.011293386,0.011266331,0.025939841,0.773411930,0.008094132,-0.036019754,0.632827878,0.000000000,14.000000000,1777391682779981.000000000,1777391682779981.000000000,2.725190401,2.065277100,0.020915328,1.000000000,0.003124729,0.002998261,0.002052055,,,
1777391682.784516,0.013419231,0.102444679,-0.001117864,0.000020030,0.000018291,0.000066071,1.000000000,-0.371280253,-0.166639268,-9.991901398,0.011312030,0.011284615,0.025962630,0.773418009,0.007957484,-0.035796627,0.632834792,0.000000000,14.000000000,1777391682784981.000000000,1777391682784981.000000000,2.725501776,2.066423416,0.020806842,1.000000000,0.003129781,0.003003324,0.002052938,,,
1777391682.791598,0.013196371,0.102424756,-0.000907373,0.000020037,0.000018300,0.000066096,1.000000000,-0.364763141,-0.161761031,-9.991827965,0.011349455,0.011321312,0.026008287,0.773418546,0.007888624,-0.035683304,0.632841468,0.000000000,14.000000000,1777391682787481.000000000,1777391682787481.000000000,2.725537539,2.066889763,0.020736896,1.000000000,0.003141428,0.003015003,0.002056235,,,
1777391682.792592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.825430315,3.894575688,-9.985322952
1777391682.794657,0.012587665,0.101774447,-0.001983593,0.000020047,0.000018312,0.000066134,1.000000000,-0.344838083,-0.146820277,-9.991622925,0.011405949,0.011376706,0.026022175,0.773427188,0.007682665,-0.035349000,0.632852197,0.000000000,14.000000000,1777391682794981.000000000,1777391682794981.000000000,2.725881577,2.068434238,0.020532716,1.000000000,0.003158198,0.003031819,0.002058728,,,
1777391682.799834,0.012506476,0.101620801,-0.001591455,0.000020054,0.000018319,0.000065988,1.000000000,-0.331490070,-0.136767745,-9.991497993,0.011443772,0.011413652,0.026067996,0.773434401,0.007545637,-0.035129320,0.632857382,0.000000000,14.000000000,1777391682799981.000000000,1777391682799981.000000000,2.726154327,2.069484472,0.020414878,1.000000000,0.003169597,0.003043206,0.002062019,,,
1777391682.804459,0.012918075,0.100324154,-0.001235991,0.000020057,0.000018322,0.000065999,1.000000000,-0.318097234,-0.126698628,-9.991372108,0.011462798,0.011432303,0.026090946,0.773440063,0.007411363,-0.034911320,0.632863879,0.000000000,14.000000000,1777391682804981.000000000,1777391682804981.000000000,2.726460695,2.070501566,0.020308472,1.000000000,0.003174699,0.003048328,0.002062903,,,
1777391682.811566,0.012842964,0.098967910,-0.000640154,0.000020007,0.000018278,0.000065975,1.000000000,-0.311590612,-0.121825509,-9.991307259,0.011252511,0.011225487,0.025865218,0.773440063,0.007344870,-0.034801878,0.632870913,0.000000000,14.000000000,1777391682807481.000000000,1777391682807481.000000000,2.726480484,2.070918560,0.020229787,1.000000000,0.003107009,0.002986089,0.002047530,,,
1777391682.812569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.869754345,3.908740847,-9.985322952
1777391682.814543,0.014270430,0.098036006,-0.000969165,0.000020017,0.000018290,0.000066012,1.000000000,-0.291682690,-0.106883250,-9.991125107,0.011308252,0.011280159,0.025933426,0.773443937,0.007151013,-0.034476068,0.632886112,0.000000000,14.000000000,1777391682814981.000000000,1777391682814981.000000000,2.726711750,2.072326183,0.019941337,1.000000000,0.003123617,0.003002791,0.002051706,,,
1777391682.819410,0.014241992,0.097699322,-0.001762630,0.000020025,0.000018299,0.000066038,1.000000000,-0.278342158,-0.096827835,-9.991013527,0.011345646,0.011316833,0.025979027,0.773450434,0.007023480,-0.034261096,0.632891178,0.000000000,14.000000000,1777391682819981.000000000,1777391682819981.000000000,2.726906300,2.073320150,0.019791245,1.000000000,0.003135232,0.003014475,0.002055001,,,
1777391682.824454,0.015292551,0.097077653,-0.002226739,0.000020027,0.000018302,0.000066050,1.000000000,-0.264956057,-0.086754248,-9.990899086,0.011364419,0.011335243,0.026001869,0.773457408,0.006898961,-0.034045484,0.632895708,0.000000000,14.000000000,1777391682824981.000000000,1777391682824981.000000000,2.727142334,2.074286222,0.019637575,1.000000000,0.003140281,0.003019563,0.002055882,,,
1777391682.831589,0.014765539,0.097621173,-0.002294994,0.000020035,0.000018311,0.000066075,1.000000000,-0.258428186,-0.081859954,-9.990836143,0.011402098,0.011372191,0.026047628,0.773458660,0.006835406,-0.033935677,0.632900834,0.000000000,14.000000000,1777391682827481.000000000,1777391682827481.000000000,2.727134943,2.074673176,0.019544108,1.000000000,0.003151932,0.003031296,0.002059176,,,
1777391682.832569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.913837714,3.922146146,-9.985322952
1777391682.834681,0.014574419,0.098840229,-0.001310294,0.000020045,0.000018323,0.000066113,1.000000000,-0.238478705,-0.066867523,-9.990660667,0.011458981,0.011427963,0.026116464,0.773466289,0.006643185,-0.033608884,0.632910967,0.000000000,14.000000000,1777391682834981.000000000,1777391682834981.000000000,2.727379322,2.075973272,0.019342529,1.000000000,0.003168686,0.003048185,0.002063351,,,
