__time,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv/swing_angle/world_frame/cartesian/vector/x,/uav/cv/swing_angle/world_frame/cartesian/vector/y,/uav/cv/swing_angle/world_frame/cartesian/vector/z,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/x,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/y,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/z,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/truth/swing_angle/world_frame/cartesian/vector/x,/uav/truth/swing_angle/world_frame/cartesian/vector/y,/uav/truth/swing_angle/world_frame/cartesian/vector/z
1777457292.430696,,,,,,430640291.000000000,1777457292.000000000,-1.142287506,31.665815834,1.000000000,,,,,
1777457292.433228,,,,,,,,,,,255000000.000000000,285.000000000,-1.256849817,30.347989944,1.092325322
1777457292.435749,,,,,,435694047.000000000,1777457292.000000000,-1.158707014,32.092395582,1.000000000,,,,,
1777457292.438314,,,,,,,,,,,260000000.000000000,285.000000000,-1.270897659,30.798642510,1.092072586
1777457292.442982,,,,,,442892492.000000000,1777457292.000000000,-1.181561234,32.685257054,1.000000000,,,,,
1777457292.443354,,,,,,,,,,,265000000.000000000,285.000000000,-1.284751738,31.242804197,1.091816653
1777457292.448464,,,,,,,,,,,270000000.000000000,285.000000000,-1.298413227,31.680378273,1.091557621
1777457292.448617,,,,,,448511230.000000000,1777457292.000000000,-1.199069300,33.138899208,1.000000000,,,,,
1777457292.450856,,,,,,450798879.000000000,1777457292.000000000,-1.206141475,33.322069779,1.000000000,,,,,
1777457292.453272,,,,,,,,,,,275000000.000000000,285.000000000,-1.311882994,32.111270075,1.091295593
1777457292.455779,,,,,,455715635.000000000,1777457292.000000000,-1.221076106,33.708677000,1.000000000,,,,,
1777457292.458401,,,,,,,,,,,280000000.000000000,285.000000000,-1.325161671,32.535382199,1.091030691
1777457292.462899,,,,,,462824340.000000000,1777457292.000000000,-1.242127288,34.252678008,1.000000000,,,,,
1777457292.463284,,,,,,,,,,,285000000.000000000,285.000000000,-1.338240828,32.952613367,1.090763085
1777457292.465886,280000000.000000000,285.000000000,-1.082878669,32.877793484,1.000000000,,,,,,,,,,
1777457292.468463,,,,,,,,,,,290000000.000000000,285.000000000,-1.351108472,33.362864589,1.090492954
1777457292.468508,,,,,,468450412.000000000,1777457292.000000000,-1.218389790,34.736067595,1.000000000,,,,,
1777457292.470732,,,,,,470673569.000000000,1777457292.000000000,-1.224767525,34.900981607,1.000000000,,,,,
1777457292.473459,,,,,,,,,,,295000000.000000000,285.000000000,-1.363758772,33.766049564,1.090220417
1777457292.475811,,,,,,475756430.000000000,1777457292.000000000,-1.239071396,35.270169789,1.000000000,,,,,
1777457292.478303,,,,,,,,,,,300000000.000000000,285.000000000,-1.376187127,34.162081818,1.089945578
1777457292.483007,,,,,,482921121.000000000,1777457292.000000000,-1.258656275,35.774819426,1.000000000,,,,,
1777457292.483327,,,,,,,,,,,305000000.000000000,285.000000000,-1.388389201,34.550872593,1.089668572
1777457292.488329,,,,,,,,,,,310000000.000000000,285.000000000,-1.400357452,34.932332768,1.089389551
1777457292.488433,,,,,,488361470.000000000,1777457292.000000000,-1.273185344,36.148827194,1.000000000,,,,,
1777457292.490849,,,,,,490793513.000000000,1777457292.000000000,-1.279613961,36.314170442,1.000000000,,,,,
1777457292.493224,,,,,,,,,,,315000000.000000000,285.000000000,-1.412082212,35.306378035,1.089108647
1777457292.495774,,,,,,495720549.000000000,1777457292.000000000,-1.292365417,36.641509738,1.000000000,,,,,
1777457292.498675,,,,,,,,,,,320000000.000000000,285.000000000,-1.423551284,35.672921657,1.088826015
1777457292.502927,,,,,,502839593.000000000,1777457292.000000000,-1.310204563,37.098439641,1.000000000,,,,,
1777457292.503446,,,,,,,,,,,325000000.000000000,285.000000000,-1.434756159,36.031875481,1.088541841
1777457292.505016,320000000.000000000,285.000000000,-1.185016662,35.866078085,1.000000000,,,,,,,,,,
1777457292.508181,,,,,,,,,,,330000000.000000000,285.000000000,-1.445690659,36.383152846,1.088256323
1777457292.508206,,,,,,508170195.000000000,1777457292.000000000,-1.293165230,37.452048241,1.000000000,,,,,
1777457292.510832,,,,,,510777260.000000000,1777457292.000000000,-1.299439901,37.612760401,1.000000000,,,,,
1777457292.513457,,,,,,,,,,,335000000.000000000,285.000000000,-1.456346587,36.726675024,1.087969619
1777457292.515676,,,,,,515627731.000000000,1777457292.000000000,-1.310838320,37.904156091,1.000000000,,,,,
1777457292.518236,,,,,,,,,,,340000000.000000000,285.000000000,-1.466708511,37.062358320,1.087681917
1777457292.522978,,,,,,522890768.000000000,1777457292.000000000,-1.327285838,38.323295938,1.000000000,,,,,
1777457292.523381,,,,,,,,,,,345000000.000000000,285.000000000,-1.476761233,37.390117784,1.087393450
1777457292.528567,,,,,,,,,,,350000000.000000000,285.000000000,-1.486501140,37.709871546,1.087104452
1777457292.528805,,,,,,528706790.000000000,1777457292.000000000,-1.340061942,38.647822271,1.000000000,,,,,
1777457292.530711,,,,,,530659404.000000000,1777457292.000000000,-1.344305673,38.755513962,1.000000000,,,,,
1777457292.533226,,,,,,,,,,,355000000.000000000,285.000000000,-1.495925385,38.021544152,1.086815125
1777457292.535827,,,,,,535769817.000000000,1777457292.000000000,-1.355095411,39.028714018,1.000000000,,,,,
1777457292.538303,,,,,,,,,,,360000000.000000000,285.000000000,-1.505027348,38.325059151,1.086525683
1777457292.542981,,,,,,542894051.000000000,1777457292.000000000,-1.369520195,39.392654734,1.000000000,,,,,
1777457292.543589,,,,,,,,,,,365000000.000000000,285.000000000,-1.513795947,38.620340923,1.086236363
1777457292.544737,360000000.000000000,285.000000000,-1.277181197,38.581204956,1.000000000,,,,,,,,,,
1777457292.548212,,,,,,,,,,,370000000.000000000,285.000000000,-1.522214228,38.907315108,1.085947404
1777457292.548297,,,,,,548248398.000000000,1777457292.000000000,-1.359256020,39.740725790,1.000000000,,,,,
1777457292.550827,,,,,,550762587.000000000,1777457292.000000000,-1.364099779,39.862532639,1.000000000,,,,,
1777457292.553164,,,,,,,,,,,375000000.000000000,285.000000000,-1.530269735,39.185913187,1.085659021
1777457292.555805,,,,,,555750398.000000000,1777457292.000000000,-1.373402006,40.095718436,1.000000000,,,,,
1777457292.558310,,,,,,,,,,,380000000.000000000,285.000000000,-1.537956187,39.456062707,1.085371454
1777457292.562988,,,,,,562891564.000000000,1777457292.000000000,-1.386089487,40.412147681,1.000000000,,,,,
1777457292.563330,,,,,,,,,,,385000000.000000000,285.000000000,-1.545268151,39.717690643,1.085084981
1777457292.568537,,,,,,568458604.000000000,1777457292.000000000,-1.395593536,40.648145752,1.000000000,,,,,
1777457292.568982,,,,,,,,,,,390000000.000000000,285.000000000,-1.552199054,39.970725156,1.084799903
1777457292.570716,,,,,,570652154.000000000,1777457292.000000000,-1.399278927,40.739469580,1.000000000,,,,,
1777457292.573200,,,,,,,,,,,395000000.000000000,285.000000000,-1.558735304,40.215103497,1.084516465
1777457292.575775,,,,,,575712493.000000000,1777457292.000000000,-1.407467404,40.941265357,1.000000000,,,,,
1777457292.578489,,,,,,,,,,,400000000.000000000,285.000000000,-1.564860611,40.450760483,1.084234928
1777457292.582980,,,,,,582902612.000000000,1777457292.000000000,-1.418480114,41.209981811,1.000000000,,,,,
1777457292.583300,,,,,,,,,,,405000000.000000000,285.000000000,-1.570561689,40.677629759,1.083955603
1777457292.585360,400000000.000000000,285.000000000,-1.342587050,40.699469015,1.000000000,,,,,,,,,,
1777457292.588388,,,,,,,,,,,410000000.000000000,285.000000000,-1.575833661,40.895647920,1.083678795
1777457292.588526,,,,,,588461937.000000000,1777457292.000000000,-1.408469546,41.501800245,1.000000000,,,,,
1777457292.590798,,,,,,590739948.000000000,1777457292.000000000,-1.411720724,41.580708236,1.000000000,,,,,
1777457292.593231,,,,,,,,,,,415000000.000000000,285.000000000,-1.580683518,41.104756681,1.083404779
1777457292.595895,,,,,,595825184.000000000,1777457292.000000000,-1.418644945,41.747708114,1.000000000,,,,,
1777457292.598136,,,,,,,,,,,420000000.000000000,285.000000000,-1.585115694,41.304897819,1.083133837
1777457292.603014,,,,,,602889524.000000000,1777457292.000000000,-1.427631779,41.962000689,1.000000000,,,,,
1777457292.603492,,,,,,,,,,,425000000.000000000,285.000000000,-1.589124356,41.496012149,1.082866293
1777457292.608434,,,,,,,,,,,430000000.000000000,285.000000000,-1.592691050,41.678041464,1.082602492
